gene_id	gene_name	A5BKO_1	A5BKO_2	A5BKO_3	Mix_1	Mix_2	Mix_3	NT_1	NT_2	NT_3
ENSG00000147533.19	GOLGA7	1442.001	2101	1331	2281.999	1844.998	1940.998	1546.001	1469	1451
ENSG00000147535.17	PLPP5	779.001	1292.001	669	1154.001	1045	1027.999	847	864.999	977
ENSG00000147536.12	GINS4	1306	2084	1149	1271.998	969	1194	1618	1611	1631.999
ENSG00000147548.17	NSD3	2988	4095.001	2848.001	4879	3821	3834.001	2748.001	2945.999	3332
ENSG00000147570.10	DNAJC5B	1	2	3	3	2	1	1	2	4
ENSG00000147571.5	CRH	0	0	0	0	0	0	0	0	0
ENSG00000147573.17	TRIM55	1	0	0	0	0	1	0	0	0
ENSG00000147576.17	ADHFE1	2	0	0	0	1	1	1	2	4
ENSG00000147586.10	MRPS28	513	562.817	538.873	394.002	320.999	285.534	421	347.783	319
ENSG00000147588.7	PMP2	0	0	0	0	0	0	1	0	0
ENSG00000147592.9	LACTB2	422	549	410	414	344	315	368	416	359
ENSG00000147596.4	PRDM14	0	0	0	0	0	0	0	0	0
ENSG00000147601.15	TERF1	629.994	795	568.994	795	637.991	626.991	613.001	594.993	585
ENSG00000147604.14	RPL7	22913.069	31914.548	22297.008	30857.088	25158.958	26996.55	22346.538	23056.674	21765.28
ENSG00000147606.9	SLC26A7	0	1	0	0	0	0	0	0	0
ENSG00000147613.8	PSKH2	0	0	0	0	0	0	0	0	0
ENSG00000147614.4	ATP6V0D2	0	0	0	0	0	0	0	0	0
ENSG00000147642.17	SYBU	1	2	0	0	0	0	0	0	0
ENSG00000147647.13	DPYS	0	0	0	1	0	0	0	0	1
ENSG00000147649.10	MTDH	8197	9416.999	7877	6289.001	4852.971	5041.001	6484.001	6701	6606
ENSG00000147650.12	LRP12	648	734.001	642.001	1155.999	896	934.001	523	512	493
ENSG00000147654.16	EBAG9	721.999	824.999	664.001	760.999	574.002	583.999	600	610.998	633.001
ENSG00000147655.12	RSPO2	0	0	0	0	0	0	0	1	0
ENSG00000147669.11	POLR2K	1100	1281	1084	820	711	724	868	936	810
ENSG00000147676.14	MAL2	0	0	0	0	0	0	0	0	0
ENSG00000147677.12	EIF3H	5749	8104.998	5476	8563	6763.999	7447	5630.001	5822	5523.998
ENSG00000147679.12	UTP23	1226.999	1262	1153.999	709	561	596.264	895.001	918	877.999
ENSG00000147684.10	NDUFB9	4196	5089.998	3989.999	4124.998	3711	3738.999	3575	3653	3437.999
ENSG00000147687.19	TATDN1	681.001	859	625.999	727	586	592	539.999	576.998	590
ENSG00000147689.17	FAM83A	0	0	0	0	0	2	0	1	0
ENSG00000147697.10	GSDMC	0	2	0	2	1	0	0	0	0
ENSG00000147724.12	FAM135B	0	0	0	0	0	0	0	0	1
ENSG00000147753.9	TTTY7	0	0	0	0	0	0	0	0	0
ENSG00000147761.8	TTTY7B	0	0	0	0	0	0	0	0	0
ENSG00000147789.16	ZNF7	512	546.001	458.001	417.999	363.999	416.001	380	419.999	400
ENSG00000147799.12	ARHGAP39	0	0	0	2	1	1	1	2	0
ENSG00000147804.10	SLC39A4	162	155	148	71	74	68.999	99	101	100.001
ENSG00000147813.16	NAPRT	1005.001	1391.998	915	1172	1020.999	1091.001	951.001	1012	981.999
ENSG00000147852.17	VLDLR	450.999	1830.101	449.001	3074.002	2425	2450.002	1270.999	1239	1385.997
ENSG00000147853.17	AK3	379.001	410.001	422.999	511	450	430	308	282.999	293.999
ENSG00000147854.17	UHRF2	973.001	1253.999	874	1256.001	952.001	945.001	885.001	862	1055.999
ENSG00000147862.18	NFIB	0	0	1	0	1	0	0	0	2
ENSG00000147869.5	CER1	0	0	0	0	0	0	0	0	0
ENSG00000147872.10	PLIN2	629	817.998	529	1095	883	991	551	549	598.001
ENSG00000147873.6	IFNA5	0	0	0	0	0	0	0	0	0
ENSG00000147874.11	HAUS6	1670.968	1814.721	1570.907	2114.789	1622.881	1570.882	1328.652	1339.795	1450.945
ENSG00000147883.12	CDKN2B	0	0	0	0	0	0	0	0	0
ENSG00000147885.4	IFNA16	0	0	0	0	0	0	0	0	0
ENSG00000147889.18	CDKN2A	0	3	2	5	2	3	5	2	2
ENSG00000147894.17	C9orf72	102	163	96	208	196	218	108	131	114
ENSG00000147896.4	IFNK	0	0	0	0	0	0	0	0	0
ENSG00000147905.18	ZCCHC7	678	795	707	1235.001	980	1049	595	624	583.001
ENSG00000147912.13	FBXO10	500.917	499.871	471.017	239.584	179.216	178.355	333.32	329.233	369.048
ENSG00000147955.18	SIGMAR1	3368	4846.002	3273.001	1833	1548.999	1562	3361.001	3200.998	3294.999
ENSG00000147996.17	ZNG1E	679.107	723.964	558.738	598.241	478.803	506.087	514.07	586.848	578.13
ENSG00000148019.14	CEP78	1786.001	2575.999	1622.001	1803	1284.999	1408.001	1766.999	2018	2012
ENSG00000148053.18	NTRK2	0	0	0	0	0	0	0	0	0
ENSG00000148057.16	IDNK	51	101	55	84	72.999	61	50	47.001	47
ENSG00000148082.10	SHC3	17	26	13	19	13	16	14	22	22
ENSG00000148090.12	AUH	203	244.999	197	249.001	215	204	204.001	182	185.999
ENSG00000148110.17	MFSD14B	2507.141	3219.073	2410.073	2632.334	2068.022	2126.398	2358.624	2274.17	2327.304
ENSG00000148120.19	AOPEP	119	132	100.001	87.001	70	86	89	103	102.999
ENSG00000148123.15	PLPPR1	0	0	0	0	0	0	0	0	0
ENSG00000148136.5	OR13C4	0	0	0	0	0	0	0	0	0
ENSG00000148143.13	ZNF462	792	1110.001	711	1356.001	973	967	780.001	807	961
ENSG00000148153.14	INIP	1044	1475	1026.999	1448.99	1018	1165.999	1009.999	1032	1110
ENSG00000148154.10	UGCG	835	1178.999	782	863	748	733	920	859	831
ENSG00000148156.8	ACTL7B	0	0	0	0	0	0	0	0	0
ENSG00000148158.17	SNX30	200	169	157	535	364	376	126	143	154
ENSG00000148175.13	STOM	0	1	0	2	1	4	0	0	0
ENSG00000148180.22	GSN	38	46	28	75.001	54	56	29	39	46
ENSG00000148187.18	MRRF	965.998	1021.999	846.999	851.001	660.002	680	737.998	786.999	814
ENSG00000148200.17	NR6A1	542	499	507	437	376	374	370	345	353
ENSG00000148204.12	CRB2	1	2	2	6	0	2	0	3	0
ENSG00000148215.4	OR5C1	0	0	0	0	0	0	0	0	0
ENSG00000148218.16	ALAD	977	1405.001	930	1491	1283	1298	1006	1012.001	999.002
ENSG00000148219.18	ASTN2	131	174	121.999	110	99	108	126	97.999	111
ENSG00000148225.17	WDR31	20	28	10	98	56	90	28	31	28
ENSG00000148229.13	POLE3	5238	5752	4966	3550	2903	2881.001	4101	4010	3966.999
ENSG00000148248.14	SURF4	5109.999	6448.999	4917	7770	6374	7058	4636.999	4776.001	4413.999
ENSG00000148288.13	GBGT1	11	21.001	14	42	47.001	39	11	16	12
ENSG00000148290.10	SURF1	388	716	386	609.001	581.001	521	444	476.999	454.999
ENSG00000148291.10	SURF2	672	658	569	477.001	400	387	526	536.999	431
ENSG00000148296.7	SURF6	2169	2220.97	2077	977	761	867	1574	1567	1576
ENSG00000148297.16	MED22	1319.094	1974	1249	1328.055	1066.154	1127.188	1433.095	1416.151	1493.001
ENSG00000148300.12	REXO4	1646	1860.999	1530	1441.999	1135.999	1265	1386.001	1414.001	1397.001
ENSG00000148303.17	RPL7A	28205.765	45442.986	27212.055	42084.756	36689.533	36687.404	29141.976	29801.907	27775.728
ENSG00000148308.18	GTF3C5	1928.001	2437	1783.001	2686.001	2243.001	2303	1825	1746	1732
ENSG00000148331.12	ASB6	782.001	906.792	752	716	575.001	573	654.999	640	598.999
ENSG00000148334.16	PTGES2	1493.999	2307	1330	957.001	794.001	831.998	1611.001	1576	1553
ENSG00000148335.15	NTMT1	840.001	1177.001	803.999	703.001	669	624.001	834.001	815	782.001
ENSG00000148337.22	CIZ1	1452.001	2313.998	1345.001	2542.001	1949	2008.999	1621.998	1568.999	1748.001
ENSG00000148339.13	SLC25A25	657	770	547.001	1043.999	850	912	590.999	532	558
ENSG00000148341.18	SH3GLB2	1437.001	2456	1301	2062	1809	1837.001	1691.002	1725.999	1756
ENSG00000148343.19	MIGA2	811.001	984	681.999	854	707.999	707.999	646.001	573	688.999
ENSG00000148344.11	PTGES	0	0	1	1	0	0	0	0	0
ENSG00000148346.12	LCN2	0	0	0	1	0	0	0	0	0
ENSG00000148356.15	LRSAM1	522	605.999	408	553	414.001	485.002	399.002	407.999	425
ENSG00000148357.18	HMCN2	1	0	1	0	3	2	0	0	0
ENSG00000148358.21	GPR107	1421	1991	1468	2696	2224	2302	1512.001	1536.999	1518
ENSG00000148362.11	PAXX	681	828	626.001	653.002	567	624	488	528.001	515.001
ENSG00000148377.6	IDI2	0	2	1	0	0	1	1	1	0
ENSG00000148384.14	INPP5E	458	505	416.999	603.999	462	526.001	353.001	364	426
ENSG00000148386.10	LCN9	0	0	0	0	0	0	0	0	0
ENSG00000148396.19	SEC16A	2879.999	3896.002	2507.999	3384.016	2494	2456	2565	2680.002	3143.001
ENSG00000148399.13	DPH7	525	730.999	500	506	453.999	412.999	528.922	503.001	538
ENSG00000148400.13	NOTCH1	6970	8252	6230.999	4254	3221	3388	5888	5826.001	6642
ENSG00000148408.14	CACNA1B	0	0	1	1	0	0	0	0	0
ENSG00000148411.8	NACC2	1	0	0	4	6	6	0	0	2
ENSG00000148426.14	PROSER2	76	200	94	414.001	366	374.001	136	164.999	152.001
ENSG00000148429.15	USP6NL	361	639	351.999	598	469	471	452	546	466
ENSG00000148444.16	COMMD3	578	864.716	525.738	1208.816	988.74	1019.028	660.998	677.999	610.999
ENSG00000148450.13	MSRB2	242	458	199	407	362	364	272.152	292	288
ENSG00000148459.16	PDSS1	770	770.999	785	247	147	185	506.999	538	520
ENSG00000148468.17	FAM171A1	0	4	1	8	11	6	9	2	6
ENSG00000148481.14	MINDY3	261	309.999	208.001	248	255	220	222	230	222.001
ENSG00000148482.12	SLC39A12	0	0	0	0	0	0	0	0	0
ENSG00000148483.9	TMEM236	16	16	11	15	11	10	6	10	14
ENSG00000148484.18	RSU1	1073	1221.001	979	1078	872	903	910.001	973	908
ENSG00000148488.17	ST8SIA6	0	0	0	0	0	0	0	0	0
ENSG00000148498.17	PARD3	1632	2025.999	1473	1909	1575.999	1692	1455	1403	1412.999
ENSG00000148513.20	ANKRD30A	0	0	0	0	0	0	0	0	0
ENSG00000148516.23	ZEB1	1524	1652	1432	2757.999	1959	1959.002	1286	1229	1319
ENSG00000148541.13	FAM13C	0	0	0	0	0	0	0	0	0
ENSG00000148572.16	NRBF2	459	572	411	516	435	490	425	395	414
ENSG00000148584.16	A1CF	0	0	0	0	0	0	0	0	0
ENSG00000148600.15	CDHR1	1	0	0	15	14	9	1	0	1
ENSG00000148602.6	LRIT1	0	0	0	1	0	0	0	0	0
ENSG00000148604.15	RGR	0	1	0	0	0	0	0	0	0
ENSG00000148606.15	POLR3A	1151	1349.999	1118.999	956	755.999	809.999	912	920.001	1041
ENSG00000148634.16	HERC4	726	933	684.999	1121	857.001	837.007	659.001	704	739.001
ENSG00000148655.16	LRMDA	0	0	0	0	0	0	0	0	0
ENSG00000148660.22	CAMK2G	1091	1555.999	1043.002	1916	1585.001	1545	1068	1058	1100.001
ENSG00000148671.14	ADIRF	0	1	0	0	1	0	0	0	1
ENSG00000148672.10	GLUD1	6837.383	8447.386	6960.633	8087.286	6721.408	6959.531	5828.438	6020.391	5731.028
ENSG00000148677.7	ANKRD1	0	0	0	0	0	0	0	0	0
ENSG00000148680.16	HTR7	0	0	0	0	0	0	0	0	0
ENSG00000148688.14	RPP30	831.999	957.999	803	889	751	702	714.998	698	699
ENSG00000148690.12	FRA10AC1	553	582	508	1114.034	934.001	930	478.999	419	463.001
ENSG00000148700.15	ADD3	1852	3211	1633.001	2859.113	2168	2317.999	2347	2234.001	2352.998
ENSG00000148702.15	HABP2	0	0	0	0	0	0	0	0	0
ENSG00000148704.13	VAX1	0	0	0	0	0	0	0	0	0
ENSG00000148719.16	DNAJB12	1008.001	1151	867	967.999	795.999	842	821	799	780
ENSG00000148730.7	EIF4EBP2	5259	7595	5006	6908	5450	5482	5336.836	5485	5656
ENSG00000148734.8	NPFFR1	1	1	0	0	1	0	1	0	1
ENSG00000148735.16	PLEKHS1	0	0	2	0	0	0	0	0	0
ENSG00000148737.18	TCF7L2	378.999	453	304	553.001	386	449	302.999	331	360
ENSG00000148773.14	MKI67	8473	12251.001	7236.999	13191	8991	9229	8497.999	8862	11476.999
ENSG00000148795.7	CYP17A1	0	0	0	0	1	0	0	0	0
ENSG00000148798.11	INA	121	453	124	158	157	140	307	302	315
ENSG00000148803.12	FUOM	34	132	39	96	91	95	100	95	80.001
ENSG00000148814.18	LRRC27	15	72	21	69	68.999	68.001	38	55.999	48
ENSG00000148824.19	MTG1	718.937	1108.292	687.222	579.11	520.866	584.388	742.478	807.975	828.443
ENSG00000148826.9	NKX6-2	0	0	0	0	0	0	1	1	0
ENSG00000148832.16	PAOX	0	2	0	13.629	6.014	14.377	0	1	3
ENSG00000148834.13	GSTO1	1350	1973	1294	1406	1268	1300	1473.999	1416	1147
ENSG00000148835.12	TAF5	483	703.001	372.999	689	530.998	542	500	516	507.001
ENSG00000148840.11	PPRC1	2318.999	2072	2147.001	649	470	475.999	1482	1376.001	1555
ENSG00000148841.17	ITPRIP	139	178	131	561.001	437	537	97.999	111	111
ENSG00000148842.18	CNNM2	223.999	420	206	533	375	433	304	303.999	349
ENSG00000148843.15	PDCD11	4676	4311.999	4132.999	1595	1340	1364.001	3165.999	3120	3654.001
ENSG00000148848.15	ADAM12	0	0	0	0	0	0	0	0	0
ENSG00000148908.15	RGS10	482	574	472	865.999	769	757	433	448	392
ENSG00000148925.11	BTBD10	649.999	883	630	861.994	696.001	736	583	580	556
ENSG00000148926.10	ADM	0	19	0	72.001	70	77.001	3	11	7
ENSG00000148935.12	GAS2	9	14	2	4	6	5	7	11	15
ENSG00000148942.15	SLC5A12	0	0	0	3	1	3	1	0	1
ENSG00000148943.12	LIN7C	660	731	615	537	488	438	539	569	583
ENSG00000148948.8	LRRC4C	0	0	0	0	0	0	0	0	0
ENSG00000148950.11	IMMP1L	177	264.001	174	268.999	222.999	252.001	187.001	176	157
ENSG00000148965.10	SAA4	0	0	0	0	0	0	0	0	0
ENSG00000148985.20	PGAP2	848.999	1027.999	781.998	1034.999	833	798.999	710	721.001	765.997
ENSG00000149016.16	TUT1	923.034	1057.18	841.658	928.828	779.339	837.7	782.935	686.959	750.768
ENSG00000149021.7	SCGB1A1	0	0	0	0	0	0	0	0	0
ENSG00000149043.17	SYT8	0	0	0	0	0	0	0	0	0
ENSG00000149050.10	ZNF214	0	0	0	0	0	0	0	0	0
ENSG00000149054.16	ZNF215	0	0	0	0	0	0	0	0	0
ENSG00000149084.13	HSD17B12	2686	3179	2490.239	3429.999	2789.671	2756.271	2323.539	2372.423	2399.001
ENSG00000149089.13	APIP	846.994	1103	951.001	957.992	765.983	815.993	858.983	825.999	822.999
ENSG00000149090.13	PAMR1	0	0	0	0	0	0	0	0	0
ENSG00000149091.15	DGKZ	1960.682	3095.678	1855.801	2879.766	2421.817	2536.16	2130.718	2131.877	2271.816
ENSG00000149100.13	EIF3M	4000	5147.002	3969.001	4490.998	3708.001	3726.002	3589.001	3595.999	3577.001
ENSG00000149115.14	TNKS1BP1	1192	2046	1038	1610	1321.999	1456.999	1489	1408.999	1630.999
ENSG00000149124.11	GLYAT	0	0	0	0	0	0	0	0	0
ENSG00000149131.17	SERPING1	0	2	0	0	0	0	0	0	0
ENSG00000149133.1	OR5F1	0	0	0	0	0	0	0	0	0
ENSG00000149136.9	SSRP1	9946.999	12898	9265	11449	9489	9801	8559	8603	9066
ENSG00000149150.9	SLC43A1	364.999	617.001	310	1958	1602.999	1638.999	438.001	433	411
ENSG00000149177.15	PTPRJ	2	11	2	2	5	6	7	2	3
ENSG00000149179.14	CSTPP1	449	513	423.001	562	509	522	398.999	377.998	376.998
ENSG00000149182.15	ARFGAP2	2247.728	3119.858	2178.908	2828.998	2388.917	2555.62	2268.843	2231.491	2219.992
ENSG00000149187.19	CELF1	3639.999	4189	3379	3690.001	2872.022	2849.999	3055	2989.999	3720.041
ENSG00000149196.17	HIKESHI	736	1039	677	677	576	594.999	705.001	715	705.942
ENSG00000149201.10	CCDC81	1	10	5	4	7	8	4	5	7
ENSG00000149212.12	SESN3	8	16	1	48	40	36	11	10	12
ENSG00000149218.5	ENDOD1	3846	5241	3688	3424	2736	2800	3610	3624	3667
ENSG00000149231.16	CCDC82	793	1067	687.999	1484.002	1127	1110	735.999	727	870.999
ENSG00000149243.17	KLHL35	35	44	37	62	52	58	30	24	27.999
ENSG00000149256.16	TENM4	0	0	0	0	0	0	0	0	0
ENSG00000149257.16	SERPINH1	629.001	1035.999	633.999	1333.998	1122	1098.999	732	740.001	792
ENSG00000149260.18	CAPN5	48	51	57	149	126	111	32	38	30.001
ENSG00000149262.19	INTS4	1093.357	1299.621	1067.61	1022.885	886.9	897.999	923.203	861.529	1008.627
ENSG00000149269.10	PAK1	1543	1806	1404	2290.999	1866.999	1813	1261.999	1226.001	1258.002
ENSG00000149273.15	RPS3	40462.987	62283.961	38558.985	59790.962	54108.966	51228.967	41364.931	41705.976	37958.973
ENSG00000149289.11	ZC3H12C	0	0	0	0	0	0	0	0	0
ENSG00000149292.17	TTC12	0	0	0	0	0	0	0	0	0
ENSG00000149294.18	NCAM1	0	0	0	0	0	0	0	0	0
ENSG00000149295.14	DRD2	0	0	0	0	0	0	0	0	0
ENSG00000149300.10	C11orf52	0	0	0	0	0	0	0	0	0
ENSG00000149305.8	HTR3B	0	0	0	0	0	0	0	0	0
ENSG00000149308.17	NPAT	730	1014	701.001	835	677.001	660.999	750	767	782
ENSG00000149311.21	ATM	981.001	1203.999	854.999	1840	1244	1385.999	814.002	873.001	1232
ENSG00000149313.11	AASDHPPT	2086.001	2504.999	2062.999	1290.999	982.999	1018.999	1673	1684	1732
ENSG00000149328.16	GLB1L2	151.999	166	124	67	84	83	106	117	111
ENSG00000149346.15	SLX4IP	712	776	644	1026	743	758	597	605	675
ENSG00000149357.10	LAMTOR1	939	1387.001	971	939	772	747	892	967.001	874
ENSG00000149380.12	P4HA3	1	0	0	0	0	0	0	0	0
ENSG00000149403.13	GRIK4	0	0	0	0	0	1	0	0	0
ENSG00000149418.11	ST14	0	0	0	0	0	0	1	0	0
ENSG00000149428.21	HYOU1	6184	5471	5594.999	6013	4847.999	4953	3971.001	3999.002	4222.003
ENSG00000149435.12	GGTLC1	0	0	0	0	0	0	2.039	0	0
ENSG00000149443.7	SCP2D1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000149451.19	ADAM33	2269.001	2409	1844	955	824	757	1769	1689	2047
ENSG00000149452.16	SLC22A8	0	0	0	0	0	0	0	0	0
ENSG00000149474.15	KAT14	706.141	1098.135	677.564	933.233	722.352	788.211	776.646	811.804	804.989
ENSG00000149476.16	TKFC	817.723	1154.873	768.086	918.633	745.887	722.636	815.377	844.573	835.113
ENSG00000149480.7	MTA2	4468	4935	4067.999	4193.999	3416	3584.999	3614	3547.002	3723
ENSG00000149483.13	TMEM138	510	505.001	462.001	360	336.001	316	347	355	390
ENSG00000149485.19	FADS1	8077.001	11755	7527	8445	6767	6997	8269.999	8467	8506
ENSG00000149488.14	TMC2	0	0	0	2	1	1	0	1	0
ENSG00000149489.9	ROM1	19	11	9	8	11	10	7	10	20
ENSG00000149499.12	EML3	1153	1376	1064.002	1554.002	1257	1319.001	947.999	860.001	982
ENSG00000149503.13	INCENP	3883	5268	3520.001	5593	4262	4457	3974.999	3957.999	4193.998
ENSG00000149506.12	ZP1	1	0	0	1	2	1	0	0	0
ENSG00000149507.7	OOSP2	0	0	0	0	0	0	0	0	0
ENSG00000149516.15	MS4A3	0	0	0	0	0	0	0	0	0
ENSG00000149527.18	PLCH2	10	5	6	30	21	31	1	4	6
ENSG00000149531.15	FRG1BP	59.628	103.053	64.326	150.456	111.65	109.224	76.936	66.138	72.527
ENSG00000149532.16	CPSF7	2804.999	2998.999	2551.999	3097.001	2560.999	2567	2138.999	2210.001	2350.998
ENSG00000149534.9	MS4A2	0	0	0	0	0	0	0	0	0
ENSG00000149541.10	B3GAT3	967.324	1042.996	931	710.994	630	676	758.999	701.29	734
ENSG00000149547.15	EI24	2635.999	2831.996	2479.001	1706.002	1390	1433.999	1995.998	1971	1975.998
ENSG00000149548.15	CCDC15	369	471	388	679.001	470	473.999	340	337.001	402
ENSG00000149554.15	CHEK1	1587.999	1814	1568	2043.001	1606	1683.999	1349.998	1415	1345
ENSG00000149557.14	FEZ1	2	4.999	2	18	16	14	3	3	4
ENSG00000149564.12	ESAM	3	6	1	1	3	4	2	0	3
ENSG00000149571.12	KIRREL3	0	0	0	1	3	3	2	0	1
ENSG00000149573.9	MPZL2	0	0	0	0	0	1	0	0	0
ENSG00000149575.9	SCN2B	1	0	1	3	1	4	2	1	0
ENSG00000149577.17	SIDT2	173	420.999	160.999	775	683.998	666	267	291	299
ENSG00000149582.16	TMEM25	51.001	63	38	107.001	71.001	80	53.001	46	39.001
ENSG00000149591.17	TAGLN	47.288	63.068	26.73	101.433	99.28	87.328	36.004	38	66.803
ENSG00000149596.7	JPH2	0	0	1	9	7	6	2	1	1
ENSG00000149599.16	DUSP15	1	2	0	1	0	0	0	0	0
ENSG00000149600.12	COMMD7	717.177	978.21	648.765	912.46	806.765	844.949	648.481	639.965	532.659
ENSG00000149609.6	C20orf144	0	4	3	5	6	5	0	0	2
ENSG00000149633.12	KIAA1755	0	0	0	0	0	0	0	0	0
ENSG00000149634.5	SPATA25	9	6	4	5	3	3	7	6	12
ENSG00000149635.3	OCSTAMP	0	0	0	0	0	0	0	0	0
ENSG00000149636.16	DSN1	1125.002	1545	1033.999	1620	1300.002	1308	1048	1108.999	1078
ENSG00000149639.15	SOGA1	124	281	144	240	136	185	201	188	230.999
ENSG00000149646.12	CNBD2	60	52	46	44	50	54	33	44	45
ENSG00000149651.4	SPINT4	0	0	0	0	0	0	0	0	0
ENSG00000149654.11	CDH22	0	0	0	0	0	0	0	0	0
ENSG00000149656.10	ENSG00000149656	0	0.537	0	0	0	1.673	0	0	0
ENSG00000149657.20	LSM14B	2070.999	2903	1953	3921.999	3225	3285.001	2181.001	2244.001	2244
ENSG00000149658.18	YTHDF1	2177	2621	2236	1807	1460	1555	1785	1816	1951
ENSG00000149679.12	CABLES2	487	783	419	731	540	543	524	532	516
ENSG00000149716.13	LTO1	429.999	536	337	406	357.999	368.999	430.999	384	376
ENSG00000149735.7	GPHA2	0	0	0	0	0	0	0	0	0
ENSG00000149742.10	SLC22A9	0	0	0	0	0	0	0	0	0
ENSG00000149743.14	TRPT1	346	580.001	321.999	589.001	592.999	552	322	361	344
ENSG00000149761.9	NUDT22	592.279	737.771	543.023	866.684	716	804.427	523.233	524	518.099
ENSG00000149781.14	FERMT3	3056	3089	2975	3204.002	2713.999	2831.002	2169.999	2184	2187
ENSG00000149782.13	PLCB3	586.001	706	562	508	411	425	472	500.999	552
ENSG00000149792.9	MRPL49	1765	2554	1794	1841	1563	1676	1678	1712	1622
ENSG00000149798.5	CDC42EP2	69.598	98.745	40.576	31	27	24.862	76.626	58.79	61.967
ENSG00000149806.11	FAU	10358.973	13928.87	9991.462	10813.087	10350.852	10175.398	9752.616	9707.064	8703.938
ENSG00000149809.17	TM7SF2	244.999	592.001	262.001	495	415	469.999	448.999	383.002	384
ENSG00000149823.10	VPS51	2043	3123	1897	2834	2446	2650.999	2176.002	2063.999	2007
ENSG00000149922.12	TBX6	27	59	23	143	109	106	34	32	41
ENSG00000149923.14	PPP4C	3589	4764.999	3365.001	3944	3645	3750	3633.999	3552	3452.999
ENSG00000149925.22	ALDOA	16547.615	34315.934	15200.633	31729.669	27812.84	28582.333	22486.935	22261.471	21736.751
ENSG00000149926.14	TLCD3B	5	13	6	23	8	11	11	7	8
ENSG00000149927.18	DOC2A	108	144	103	57.001	56	39	138.999	96	110
ENSG00000149929.16	HIRIP3	1606.001	1941.001	1552	2629	2123	2313.999	1368	1329.999	1339
ENSG00000149930.18	TAOK2	1988	2540.999	1751	2260.999	1921.001	2000	1722.001	1844.999	1970
ENSG00000149932.17	TMEM219	513	810.001	449	981	941	989	564	589	542
ENSG00000149948.14	HMGA2	0	0	0	0	0	0	0	0	0
ENSG00000149968.12	MMP3	0	0	0	0	0	0	0	0	0
ENSG00000149970.16	CNKSR2	329	508	340.999	420.001	345	344	353.999	394	342
ENSG00000149972.12	CNTN5	0	0	0	0	0	0	0	0	0
ENSG00000150045.12	KLRF1	0	0	0	0	0	0	0	0	0
ENSG00000150048.10	CLEC1A	0	0	0	0	0	0	0	0	0
ENSG00000150051.14	MKX	0	0	0	0	0	0	0	0	0
ENSG00000150054.19	MPP7	8	6	1	11	8	12	7	9	3
ENSG00000150093.20	ITGB1	3585.568	4144.999	3303.678	4984.829	3934.336	3978.826	2956.604	2995.037	2879.816
ENSG00000150175.15	FRMPD2B	0	0	0	0	0	0	0	0	0
ENSG00000150201.15	FXYD4	0	0	0	0	0	0	0	0	0
ENSG00000150244.12	TRIM48	0	0	0	0	0	0	0	0	0
ENSG00000150261.5	OR8K1	0	0	0	0	0	0	0	0	0
ENSG00000150269.1	OR5M9	0	0	0	0	0	0	0	0	0
ENSG00000150275.20	PCDH15	0	0	0	0	0	0	1	0	0
ENSG00000150276.8	PPIAP26	0	0	0	0	1	0	0	0	0
ENSG00000150281.7	CTF1	1	6	0	5	3	1	0	6	1
ENSG00000150316.12	CWC15	925	1034.999	920.999	915	769	750	749	825	735.001
ENSG00000150337.14	FCGR1A	0	0	0	0	0	0	0	0	0
ENSG00000150347.17	ARID5B	1360	1804	1171	2276	1593	1669	1349	1320	1557
ENSG00000150361.12	KLHL1	0	0	0	0	0	0	0	0	0
ENSG00000150394.14	CDH8	0	0	0	0	0	0	0	0	0
ENSG00000150401.15	DCUN1D2	356	442	349.998	425	309	358	280	272	308
ENSG00000150403.18	TMCO3	417	451	393.999	686.001	556	602	361.001	310	316
ENSG00000150433.10	TMEM218	539.001	674.998	458	565	465.002	511.998	496.001	482	467.999
ENSG00000150455.15	TIRAP	87	251	60	267.999	175	233.999	150	166	152
ENSG00000150456.11	EEF1AKMT1	172	132	146	90.001	74	65	91	99	87
ENSG00000150457.9	LATS2	0	0	0	0	0	0	0	0	0
ENSG00000150459.13	SAP18	4050	3964.999	3905	4477.999	3941.001	4042	2847.001	2908	2807
ENSG00000150471.17	ADGRL3	0	0	0	0	0	0	0	0	0
ENSG00000150477.15	KIAA1328	65.001	139.999	115	213.001	169	158	85.001	70.001	102.999
ENSG00000150510.17	FAM124A	0	0	0	0	0	0	0	0	0
ENSG00000150527.18	MIA2	47	141.001	59	464	401	400	86	88	96.98
ENSG00000150540.14	HNMT	0	0	0	0	0	0	0	0	0
ENSG00000150551.11	LYPD1	0	0	0	0	0	0	0	0	0
ENSG00000150556.17	LYPD6B	0	0	0	0	0	0	0	0	0
ENSG00000150593.18	PDCD4	1166	2112.999	1091	3989.002	3213.999	3199.999	1784.002	1642	1722.999
ENSG00000150594.7	ADRA2A	1	0	0	0	0	0	0	0	0
ENSG00000150625.17	GPM6A	0	0	1	3	2	0	0	0	0
ENSG00000150627.16	WDR17	311	345	280	409	263	277	259	222	290
ENSG00000150628.7	SPATA4	1	0	0	0	0	1	0	0	0
ENSG00000150630.4	VEGFC	25	95	25	47	42	44	50	55	67.078
ENSG00000150636.17	CCDC102B	36	42	38	24	20	18.999	19	17	18
ENSG00000150637.9	CD226	592	687.999	550	739	507	515	496	520	471
ENSG00000150656.15	CNDP1	2	0	5	0	3	1	2	2	3
