gene_id,chromosome,gene_name,start,end,strand,n_transcripts,n_loci
CRYGS,HiC_scaffold_7,CRYGS,12653376,12661571,-,1,1
TBCCD1,HiC_scaffold_7,TBCCD1,12667966,12684399,-,1,1
DNAJB11,HiC_scaffold_7,DNAJB11,12684905,12712446,+,1,1
ADIPOQ,HiC_scaffold_7,ADIPOQ,12962390,12971099,+,1,1
LOC100027332,HiC_scaffold_7,LOC100027332,12981076,13001614,-,3,1
LOC103096039,HiC_scaffold_7,LOC103096039,12997906,12998979,+,1,1
COL26A1,HiC_scaffold_7,COL26A1,13035344,13293069,-,11,1
LOC103096699,HiC_scaffold_7,LOC103096699,13325239,13332486,+,1,1
IFT22,HiC_scaffold_7,IFT22,13333190,13340829,-,2,1
KLHL6,HiC_scaffold_7,KLHL6,13367714,13408049,-,1,1
KLHL24,HiC_scaffold_7,KLHL24,13466622,13511022,+,8,1
YEATS2,HiC_scaffold_7,YEATS2,13513888,13626642,+,21,1
MAP6D1,HiC_scaffold_7,MAP6D1,13645852,13658545,-,1,1
PARL,HiC_scaffold_7,PARL,13669904,13705971,-,2,1
DUSP28,HiC_scaffold_7,DUSP28,13709909,13723728,-,2,1
ANKMY1,HiC_scaffold_7,ANKMY1,13734190,13850329,+,10,1
GPC1,HiC_scaffold_7,GPC1,13854343,14002584,-,1,1
LOC130457562,HiC_scaffold_7,LOC130457562,14387823,14390911,+,1,1
LOC103100072,HiC_scaffold_7,LOC103100072,14569929,14596857,-,1,1
COPS9,HiC_scaffold_7,COPS9,14906035,14906335,+,1,1
LOC100028046,HiC_scaffold_7,LOC100028046,15049333,15052825,-,1,1
CUX1,HiC_scaffold_7,CUX1,15358940,15659457,+,11,1
LOC130457560,HiC_scaffold_7,LOC130457560,15690186,15694149,+,1,1
SH2B2,HiC_scaffold_7,SH2B2,15718240,15771186,+,2,1
LOC130457559,HiC_scaffold_7,LOC130457559,15722952,15726594,-,1,1
PRKRIP1,HiC_scaffold_7,PRKRIP1,15785740,15809859,+,1,1
ORAI2,HiC_scaffold_7,ORAI2,15816152,15829801,+,7,1
ALKBH4,HiC_scaffold_7,ALKBH4,15832956,15836354,-,1,1
LRWD1,HiC_scaffold_7,LRWD1,15836553,15846376,+,1,1
POLR2J,HiC_scaffold_7,POLR2J,15845880,15847861,-,1,1
LOC100028854,HiC_scaffold_7,LOC100028854,15856001,15859351,-,1,1
LOC100029008,HiC_scaffold_7,LOC100029008,15942920,15954553,-,2,1
DTX2,HiC_scaffold_7,DTX2,15961517,16009132,-,4,1
SSC4D,HiC_scaffold_7,SSC4D,16049647,16094851,+,1,1
ZP3,HiC_scaffold_7,ZP3,16052035,16065717,-,1,1
YWHAG,HiC_scaffold_7,YWHAG,16140977,16164529,+,1,1
HSPB1,HiC_scaffold_7,HSPB1,16210176,16213733,-,1,1
SRRM3,HiC_scaffold_7,SRRM3,16222471,16332788,-,2,1
LOC103105913,HiC_scaffold_7,LOC103105913,16294481,16303705,+,1,1
MDH2,HiC_scaffold_7,MDH2,16385739,16401466,-,1,1
STYXL1,HiC_scaffold_7,STYXL1,16401536,16459393,+,7,1
TMEM120A,HiC_scaffold_7,TMEM120A,16465319,16470585,+,2,1
LOC100619047,HiC_scaffold_7,LOC100619047,16470725,16521281,-,2,1
RHBDD2,HiC_scaffold_7,RHBDD2,16594165,16602407,+,2,1
LOC103101510,HiC_scaffold_7,LOC103101510,16625493,16637269,+,1,1
LOC130457555,HiC_scaffold_7,LOC130457555,16670057,16672522,-,1,1
HIP1,HiC_scaffold_7,HIP1,16672776,16796837,+,7,1
LOC103093226,HiC_scaffold_7,LOC103093226,16765117,16766398,-,1,1
LOC100029343,HiC_scaffold_7,LOC100029343,16811020,16828275,+,2,1
NSUN5,HiC_scaffold_7,NSUN5,16827599,16832543,-,2,1
TRIM50,HiC_scaffold_7,TRIM50,16836315,16840580,-,1,1
FKBP6,HiC_scaffold_7,FKBP6,16841849,16863918,+,2,1
LOC130457554,HiC_scaffold_7,LOC130457554,16873060,16878048,-,1,1
FZD9,HiC_scaffold_7,FZD9,16909796,16912470,+,1,1
BAZ1B,HiC_scaffold_7,BAZ1B,16915148,16974587,-,2,1
BCL7B,HiC_scaffold_7,BCL7B,16988799,16998029,-,1,1
TBL2,HiC_scaffold_7,TBL2,17032813,17039451,-,3,1
LOC107651055,HiC_scaffold_7,LOC107651055,17039531,17047429,+,1,1
MLXIPL,HiC_scaffold_7,MLXIPL,17062884,17116577,-,8,1
VPS37D,HiC_scaffold_7,VPS37D,17122878,17131330,+,1,1
LOC103095229,HiC_scaffold_7,LOC103095229,17128926,17131361,-,5,1
DNAJC30,HiC_scaffold_7,DNAJC30,17135361,17140629,-,1,1
BUD23,HiC_scaffold_7,BUD23,17140551,17149446,+,1,1
LOC130457810,HiC_scaffold_7,LOC130457810,17147455,17147584,+,1,1
STX1A,HiC_scaffold_7,STX1A,17150383,17192594,-,1,1
HELZ-AS1,HiC_scaffold_7,HELZ-AS1,17226455,17231811,+,5,1
LOC100029656,HiC_scaffold_7,LOC100029656,17269605,17276501,-,1,1
METTL27,HiC_scaffold_7,METTL27,17377809,17386821,+,1,1
CLDN4,HiC_scaffold_7,CLDN4,17389871,17392399,-,1,1
TMEM270,HiC_scaffold_7,TMEM270,17423717,17426465,+,1,1
LOC103098080,HiC_scaffold_7,LOC103098080,17504446,17512377,+,2,1
ELN,HiC_scaffold_7,ELN,17723228,17797753,+,6,1
LIMK1,HiC_scaffold_7,LIMK1,17808651,17842596,+,2,1
EIF4H,HiC_scaffold_7,EIF4H,17867620,17908510,+,2,1
CLIP2,HiC_scaffold_7,CLIP2,18049910,18108351,+,1,1
GTF2IRD1,HiC_scaffold_7,GTF2IRD1,18278476,18337514,+,3,1
GTF2I,HiC_scaffold_7,GTF2I,18400659,18506841,+,48,1
NCF1,HiC_scaffold_7,NCF1,18526128,18543341,+,2,1
RCC1L,HiC_scaffold_7,RCC1L,18548699,18568627,+,3,1
CASTOR2,HiC_scaffold_7,CASTOR2,18570758,18632512,-,1,1
PHKG1,HiC_scaffold_7,PHKG1,18732241,18747239,+,1,1
LOC130454503,HiC_scaffold_7,LOC130454503,19014417,19015173,-,1,1
AUTS2,HiC_scaffold_7,AUTS2,20649319,21552874,+,1,1
LOC103095227,HiC_scaffold_7,LOC103095227,21663604,21668803,-,2,1
LOC103094969,HiC_scaffold_7,LOC103094969,21677503,21688658,-,2,1
GALNT17,HiC_scaffold_7,GALNT17,21751973,22186034,+,1,1
CALN1,HiC_scaffold_7,CALN1,22426876,22927441,-,2,1
LOC103094423,HiC_scaffold_7,LOC103094423,22934441,22948839,+,1,1
LOC100010958,HiC_scaffold_7,LOC100010958,23089233,23333019,-,1,1
SBDS,HiC_scaffold_7,SBDS,23333627,23340871,+,1,1
LOC100010877,HiC_scaffold_7,LOC100010877,23344943,23399205,-,2,1
MRPS17,HiC_scaffold_7,MRPS17,23405204,23409819,+,5,1
NIPSNAP2,HiC_scaffold_7,NIPSNAP2,23414901,23433655,+,1,1
PSPH,HiC_scaffold_7,PSPH,23445640,23467194,-,1,1
CCT6A,HiC_scaffold_7,CCT6A,23470288,23478188,+,1,1
LOC130457780,HiC_scaffold_7,LOC130457780,23475095,23475236,+,1,1
LOC130454847,HiC_scaffold_7,LOC130454847,23480577,23480677,+,1,1
CHCHD2,HiC_scaffold_7,CHCHD2,23486123,23487275,-,2,1
NUPR2,HiC_scaffold_7,NUPR2,23501080,23505172,+,4,1
VKORC1L1,HiC_scaffold_7,VKORC1L1,23531321,23569940,+,1,1
GUSB,HiC_scaffold_7,GUSB,23571942,23587990,-,1,1
ASL,HiC_scaffold_7,ASL,23604426,23634988,-,2,1
CRCP,HiC_scaffold_7,CRCP,23638697,23664413,+,2,1
TPST1,HiC_scaffold_7,TPST1,23725896,23852867,+,6,1
KCTD7,HiC_scaffold_7,KCTD7,23898301,23913954,+,1,1
RABGEF1,HiC_scaffold_7,RABGEF1,23917696,23956852,+,9,1
TMEM248,HiC_scaffold_7,TMEM248,23957857,23992956,+,6,1
LRRC75A,HiC_scaffold_7,LRRC75A,24018711,24072913,+,1,1
LOC100021198,HiC_scaffold_7,LOC100021198,24197815,24200023,+,1,1
CENPV,HiC_scaffold_7,CENPV,24223048,24234203,+,1,1
PIGL,HiC_scaffold_7,PIGL,24279121,24439648,+,3,1
NCOR1,HiC_scaffold_7,NCOR1,24520547,24575708,+,21,1
LOC103094005,HiC_scaffold_7,LOC103094005,24549727,24561506,-,1,1
TTC19,HiC_scaffold_7,TTC19,24577247,24587049,-,2,1
ZSWIM7,HiC_scaffold_7,ZSWIM7,24587237,24642666,+,8,1
ADORA2B,HiC_scaffold_7,ADORA2B,24607946,24655841,-,1,1
SPECC1,HiC_scaffold_7,SPECC1,24708494,24972114,-,1,1
LOC103106563,HiC_scaffold_7,LOC103106563,24795439,24827155,+,1,1
LOC103105974,HiC_scaffold_7,LOC103105974,25045210,25048982,-,1,1
LOC100020292,HiC_scaffold_7,LOC100020292,25049144,25098420,+,1,1
LOC103105794,HiC_scaffold_7,LOC103105794,25101269,25107991,-,3,1
LOC100020228,HiC_scaffold_7,LOC100020228,25108007,25132780,+,2,1
ALDH3A2,HiC_scaffold_7,ALDH3A2,25146095,25168031,+,7,1
SLC47A2,HiC_scaffold_7,SLC47A2,25168341,25201251,-,1,1
LOC100020131,HiC_scaffold_7,LOC100020131,25255588,25270681,-,2,1
LOC130456139,HiC_scaffold_7,LOC130456139,25307105,25307688,-,1,1
ULK2,HiC_scaffold_7,ULK2,25317413,25377443,+,2,1
AKAP10,HiC_scaffold_7,AKAP10,25432842,25493041,-,10,1
EXO5,HiC_scaffold_7,EXO5,25500943,25525259,+,1,1
LOC103103481,HiC_scaffold_7,LOC103103481,25529562,25542481,+,1,1
LOC100019644,HiC_scaffold_7,LOC100019644,25550594,25584307,-,1,1
PAFAH1B1,HiC_scaffold_7,PAFAH1B1,25815744,25888094,-,5,1
LOC130457548,HiC_scaffold_7,LOC130457548,25853544,25876954,+,1,1
LOC130454107,HiC_scaffold_7,LOC130454107,25951249,25951350,-,1,1
METTL16,HiC_scaffold_7,METTL16,25970867,26029627,+,9,1
MNT,HiC_scaffold_7,MNT,26032805,26051654,+,1,1
SGSM2,HiC_scaffold_7,SGSM2,26056143,26132518,-,3,1
LOC130457547,HiC_scaffold_7,LOC130457547,26131813,26132920,+,1,1
TSR1,HiC_scaffold_7,TSR1,26134506,26147059,+,2,1
SRR,HiC_scaffold_7,SRR,26137863,26154921,-,12,1
LOC130457805,HiC_scaffold_7,LOC130457805,26142460,26142550,+,1,1
LOC130457804,HiC_scaffold_7,LOC130457804,26142907,26142997,+,1,1
SMG6,HiC_scaffold_7,SMG6,26154259,26336424,+,4,1
HIC1,HiC_scaffold_7,HIC1,26336561,26341125,-,2,1
LOC130457545,HiC_scaffold_7,LOC130457545,26345425,26350847,+,2,1
MIR212,HiC_scaffold_7,MIR212,26347719,26347809,+,1,1
MIR132,HiC_scaffold_7,MIR132,26348503,26348568,+,1,1
DPH1,HiC_scaffold_7,DPH1,26353443,26359480,-,2,1
OVCA2,HiC_scaffold_7,OVCA2,26353443,26354341,-,1,1
LOC130457546,HiC_scaffold_7,LOC130457546,26386826,26395185,+,1,1
RTN4RL1,HiC_scaffold_7,RTN4RL1,26456334,26459616,+,1,1
RPA1,HiC_scaffold_7,RPA1,26495858,26552316,-,1,1
LOC130457544,HiC_scaffold_7,LOC130457544,26564275,26567657,-,1,1
SERPINF1,HiC_scaffold_7,SERPINF1,26566547,26578896,+,1,1
SMYD4,HiC_scaffold_7,SMYD4,26581737,26599826,-,3,1
LOC107651041,HiC_scaffold_7,LOC107651041,26583309,26590797,+,1,1
SERPINF2,HiC_scaffold_7,SERPINF2,26607519,26627025,-,1,1
WDR81,HiC_scaffold_7,WDR81,26628587,26641035,-,1,1
TLCD2,HiC_scaffold_7,TLCD2,26644604,26653211,+,5,1
MIR7268,HiC_scaffold_7,MIR7268,26646674,26646732,+,1,1
MIR22,HiC_scaffold_7,MIR22,26646794,26646874,+,1,1
MIR3600,HiC_scaffold_7,MIR3600,26646803,26646864,-,1,1
PRPF8,HiC_scaffold_7,PRPF8,26676224,26694648,+,1,1
PITPNA,HiC_scaffold_7,PITPNA,26723050,26762978,+,1,1
INPP5K,HiC_scaffold_7,INPP5K,26765089,26789289,+,7,1
MYO1C,HiC_scaffold_7,MYO1C,26791529,26835077,+,5,1
LOC103095696,HiC_scaffold_7,LOC103095696,26845841,26855149,-,1,1
LOC103095573,HiC_scaffold_7,LOC103095573,26855114,26856454,+,2,1
CRK,HiC_scaffold_7,CRK,26867310,26891477,+,2,1
LOC130457543,HiC_scaffold_7,LOC130457543,26873200,26897503,-,1,1
YWHAE,HiC_scaffold_7,YWHAE,26916996,26959518,+,2,1
DOC2B,HiC_scaffold_7,DOC2B,26976373,26989179,-,1,1
RPH3AL,HiC_scaffold_7,RPH3AL,27095245,27274280,-,5,1
LOC103093608,HiC_scaffold_7,LOC103093608,27144422,27154252,+,1,1
LIAT1,HiC_scaffold_7,LIAT1,27336795,27341787,+,1,1
RFLNB,HiC_scaffold_7,RFLNB,27343674,27352612,-,1,1
VPS53,HiC_scaffold_7,VPS53,27365565,27508838,-,1,1
LOC130457700,HiC_scaffold_7,LOC130457700,27425936,27426048,+,1,1
LOC130457542,HiC_scaffold_7,LOC130457542,27547065,27547300,+,1,1
TLCD3A,HiC_scaffold_7,TLCD3A,27564540,27574684,+,1,1
GEMIN4,HiC_scaffold_7,GEMIN4,27576528,27584298,-,1,1
LOC103092400,HiC_scaffold_7,LOC103092400,27584165,27595586,+,2,1
GLOD4,HiC_scaffold_7,GLOD4,27593645,27610589,-,2,1
MRM3,HiC_scaffold_7,MRM3,27610584,27622325,+,2,1
NXN,HiC_scaffold_7,NXN,27629033,27796620,-,1,1
TIMM22,HiC_scaffold_7,TIMM22,27824155,27833129,+,1,1
ABR,HiC_scaffold_7,ABR,27835924,28134004,-,4,1
LOC103106621,HiC_scaffold_7,LOC103106621,28063213,28067319,+,1,1
BHLHA9,HiC_scaffold_7,BHLHA9,28208896,28210207,+,1,1
TRARG1,HiC_scaffold_7,TRARG1,28225918,28254835,+,1,1
GOSR1,HiC_scaffold_7,GOSR1,28291954,28368532,-,2,1
CPD,HiC_scaffold_7,CPD,28376082,28452096,-,1,1
LOC100619228,HiC_scaffold_7,LOC100619228,28459389,28459943,+,1,1
LOC100015722,HiC_scaffold_7,LOC100015722,28487700,28488255,+,1,1
TMIGD1,HiC_scaffold_7,TMIGD1,28502160,28521476,+,1,1
BLMH,HiC_scaffold_7,BLMH,28546365,28575051,+,1,1
SLC6A4,HiC_scaffold_7,SLC6A4,28590849,28653286,+,1,1
EFCAB5,HiC_scaffold_7,EFCAB5,28711390,28854768,-,3,1
SSH2,HiC_scaffold_7,SSH2,28854520,29077435,+,6,1
CORO6,HiC_scaffold_7,CORO6,29081153,29095891,+,2,1
ANKRD13B,HiC_scaffold_7,ANKRD13B,29096800,29128255,-,3,1
GIT1,HiC_scaffold_7,GIT1,29134316,29157832,+,1,1
TP53I13,HiC_scaffold_7,TP53I13,29159838,29169564,-,4,1
ABHD15,HiC_scaffold_7,ABHD15,29167068,29175751,+,1,1
TAOK1,HiC_scaffold_7,TAOK1,29179423,29339394,-,5,1
NUFIP2,HiC_scaffold_7,NUFIP2,29461633,29494645,+,2,1
CRYBA1,HiC_scaffold_7,CRYBA1,29497671,29510465,-,1,1
LOC100025691,HiC_scaffold_7,LOC100025691,29551077,29568520,+,1,1
MYO18A,HiC_scaffold_7,MYO18A,29561656,29726279,+,15,1
LOC103098870,HiC_scaffold_7,LOC103098870,29596579,29615671,-,1,1
LOC103098982,HiC_scaffold_7,LOC103098982,29663301,29670700,-,1,1
PIPOX,HiC_scaffold_7,PIPOX,29760903,29789348,-,3,1
SEZ6,HiC_scaffold_7,SEZ6,29866287,29889520,+,4,1
LOC130457670,HiC_scaffold_7,LOC130457670,29885445,29885547,-,1,1
PHF12,HiC_scaffold_7,PHF12,29893110,29928311,+,2,1
LOC130457539,HiC_scaffold_7,LOC130457539,29900633,29912591,-,2,1
DHRS13,HiC_scaffold_7,DHRS13,29930909,29936031,+,2,1
FLOT2,HiC_scaffold_7,FLOT2,29936151,29962362,+,6,1
MIR144,HiC_scaffold_7,MIR144,29971882,29971966,+,1,1
MIR451,HiC_scaffold_7,MIR451,29972015,29972076,+,1,1
ERAL1,HiC_scaffold_7,ERAL1,29972164,29979693,-,3,1
FAM222B,HiC_scaffold_7,FAM222B,30012105,30052360,+,5,1
TRAF4,HiC_scaffold_7,TRAF4,30054806,30061576,-,5,1
NEK8,HiC_scaffold_7,NEK8,30062667,30069643,-,6,1
TLCD1,HiC_scaffold_7,TLCD1,30088971,30091940,+,2,1
RPL23A,HiC_scaffold_7,RPL23A,30092666,30096855,-,2,1
LOC130457763,HiC_scaffold_7,LOC130457763,30092968,30093036,-,1,1
LOC130457748,HiC_scaffold_7,LOC130457748,30093233,30093299,-,1,1
LOC130457762,HiC_scaffold_7,LOC130457762,30093990,30094061,-,1,1
LOC130457749,HiC_scaffold_7,LOC130457749,30095182,30095249,-,1,1
RAB34,HiC_scaffold_7,RAB34,30097876,30105357,+,4,1
PROCA1,HiC_scaffold_7,PROCA1,30108346,30109392,+,1,1
SUPT6H,HiC_scaffold_7,SUPT6H,30110368,30149942,-,2,1
SDF2,HiC_scaffold_7,SDF2,30150231,30156052,+,1,1
BLTP2,HiC_scaffold_7,BLTP2,30158908,30190779,+,3,1
RSKR,HiC_scaffold_7,RSKR,30190936,30196732,+,4,1
SPAG5,HiC_scaffold_7,SPAG5,30223913,30246523,+,2,1
ALDOC,HiC_scaffold_7,ALDOC,30248872,30255154,+,1,1
PIGS,HiC_scaffold_7,PIGS,30273893,30288008,+,2,1
UNC119,HiC_scaffold_7,UNC119,30288815,30303987,+,4,1
FOXN1,HiC_scaffold_7,FOXN1,30311240,30336744,-,1,1
LOC130457538,HiC_scaffold_7,LOC130457538,30320335,30331074,+,1,1
SLC13A2,HiC_scaffold_7,SLC13A2,30380570,30423555,-,1,1
SLC46A1,HiC_scaffold_7,SLC46A1,30481873,30490094,+,1,1
SARM1,HiC_scaffold_7,SARM1,30490873,30521546,-,1,1
VTN,HiC_scaffold_7,VTN,30531111,30537328,+,1,1
SEBOX,HiC_scaffold_7,SEBOX,30537466,30548581,+,1,1
TMEM199,HiC_scaffold_7,TMEM199,30550044,30556095,-,2,1
POLDIP2,HiC_scaffold_7,POLDIP2,30556170,30564793,+,2,1
TNFAIP1,HiC_scaffold_7,TNFAIP1,30564751,30576547,-,3,1
IFT20,HiC_scaffold_7,IFT20,30577371,30583387,+,2,1
TMEM97,HiC_scaffold_7,TMEM97,30583475,30591022,-,2,1
LOC130457536,HiC_scaffold_7,LOC130457536,30591108,30622091,+,1,1
NLK,HiC_scaffold_7,NLK,30599756,30742039,-,1,1
LOC130457537,HiC_scaffold_7,LOC130457537,30697006,30740312,-,1,1
LYRM9,HiC_scaffold_7,LYRM9,30939862,30953684,+,1,1
NOS2,HiC_scaffold_7,NOS2,31079950,31126628,+,1,1
KSR1,HiC_scaffold_7,KSR1,31185661,31398451,-,6,1
WSB1,HiC_scaffold_7,WSB1,31508170,31523484,-,1,1
LOC130456584,HiC_scaffold_7,LOC130456584,31620415,31620521,-,1,1
NF1,HiC_scaffold_7,NF1,31639108,31907179,+,22,1
LOC103102279,HiC_scaffold_7,LOC103102279,31813281,31814623,-,1,1
OMG,HiC_scaffold_7,OMG,31837251,31840088,-,3,1
EVI2B,HiC_scaffold_7,EVI2B,31846846,31856121,-,3,1
EVI2A,HiC_scaffold_7,EVI2A,31858932,31862918,-,1,1
RAB11FIP4,HiC_scaffold_7,RAB11FIP4,31962759,32085115,+,2,1
LOC130457534,HiC_scaffold_7,LOC130457534,32014007,32014190,-,2,1
TRNAT-CGU,HiC_scaffold_7,TRNAT-CGU,32100354,32100425,+,1,1
MIR193A,HiC_scaffold_7,MIR193A,32117097,32117162,+,1,1
LOC130457021,HiC_scaffold_7,LOC130457021,32412843,32414128,+,1,1
UTP6,HiC_scaffold_7,UTP6,32428409,32452886,-,1,1
SUZ12,HiC_scaffold_7,SUZ12,32482396,32519112,+,1,1
CRLF3,HiC_scaffold_7,CRLF3,32524647,32553720,-,1,1
LOC130455237,HiC_scaffold_7,LOC130455237,32620251,32620654,+,1,1
TEFM,HiC_scaffold_7,TEFM,32646498,32658647,+,1,1
ATAD5,HiC_scaffold_7,ATAD5,32668370,32686350,-,1,1
RHOT1,HiC_scaffold_7,RHOT1,32718478,32755819,+,4,1
ZNF207,HiC_scaffold_7,ZNF207,32864807,32881026,+,8,1
PSMD11,HiC_scaffold_7,PSMD11,32925937,32952782,+,1,1
LOC100018527,HiC_scaffold_7,LOC100018527,32956200,32961683,+,1,1
CDK5R1,HiC_scaffold_7,CDK5R1,32957553,32961683,+,1,1
MYO1D,HiC_scaffold_7,MYO1D,32963297,33340755,-,2,1
LOC130457532,HiC_scaffold_7,LOC130457532,33206120,33206890,+,1,1
LOC103095757,HiC_scaffold_7,LOC103095757,33364319,33368143,+,2,1
TMEM98,HiC_scaffold_7,TMEM98,33377659,33405712,+,3,1
LOC100022606,HiC_scaffold_7,LOC100022606,33432660,33468009,+,1,1
ASIC2,HiC_scaffold_7,ASIC2,33502492,33870679,-,1,1
LOC103095035,HiC_scaffold_7,LOC103095035,33750813,33750959,+,1,1
LOC100022343,HiC_scaffold_7,LOC100022343,34976966,34978305,-,1,1
LOC103093463,HiC_scaffold_7,LOC103093463,35042847,35060906,+,1,1
LOC103093843,HiC_scaffold_7,LOC103093843,35103544,35106339,+,1,1
TMEM132E,HiC_scaffold_7,TMEM132E,35422868,35510882,+,1,1
LOC103093114,HiC_scaffold_7,LOC103093114,35466003,35466783,+,1,1
CCT6B,HiC_scaffold_7,CCT6B,36030621,36074452,-,2,1
LIG3,HiC_scaffold_7,LIG3,36100973,36121707,+,3,1
RFFL,HiC_scaffold_7,RFFL,36124969,36204361,-,20,1
RAD51D,HiC_scaffold_7,RAD51D,36212968,36231079,-,1,1
SLFN14,HiC_scaffold_7,SLFN14,36314665,36327700,-,1,1
LOC130457776,HiC_scaffold_7,LOC130457776,36338977,36339073,+,1,1
PEX12,HiC_scaffold_7,PEX12,36349876,36354672,-,1,1
AP2B1,HiC_scaffold_7,AP2B1,36354890,36481275,+,5,1
RASL10B,HiC_scaffold_7,RASL10B,36485886,36497762,+,1,1
GAS2L2,HiC_scaffold_7,GAS2L2,36497824,36508592,-,1,1
C2H17orf50,HiC_scaffold_7,C2H17orf50,36522625,36525856,+,3,1
MMP28,HiC_scaffold_7,MMP28,36526170,36543818,-,4,1
TAF15,HiC_scaffold_7,TAF15,36554570,36575442,+,1,1
HEATR9,HiC_scaffold_7,HEATR9,36588551,36600750,-,1,1
LOC100021011,HiC_scaffold_7,LOC100021011,36624829,36630014,-,1,1
LOC103101444,HiC_scaffold_7,LOC103101444,36643384,36653780,+,1,1
LOC103101147,HiC_scaffold_7,LOC103101147,36676372,36681625,+,1,1
LOC103100967,HiC_scaffold_7,LOC103100967,36695811,36699416,-,1,1
LOC100020928,HiC_scaffold_7,LOC100020928,36718253,36722406,-,1,1
LOC100020842,HiC_scaffold_7,LOC100020842,36735288,36737437,-,1,1
LOC100017436,HiC_scaffold_7,LOC100017436,36752513,36754232,+,1,1
LOC100017328,HiC_scaffold_7,LOC100017328,36766706,36768426,+,1,1
LOC100017283,HiC_scaffold_7,LOC100017283,36775301,36777005,+,1,1
HEATR6,HiC_scaffold_7,HEATR6,36833299,36862707,+,1,1
LOC130457530,HiC_scaffold_7,LOC130457530,36961582,36968687,-,1,1
HNF1B,HiC_scaffold_7,HNF1B,36986102,37074411,+,4,1
LOC130457019,HiC_scaffold_7,LOC130457019,37197503,37199244,-,1,1
LOC103097443,HiC_scaffold_7,LOC103097443,37207877,37209417,-,1,1
LOC103097215,HiC_scaffold_7,LOC103097215,37218154,37218822,+,1,1
LOC103097328,HiC_scaffold_7,LOC103097328,37226113,37227616,+,1,1
LOC130457529,HiC_scaffold_7,LOC130457529,37240639,37243700,-,1,1
LOC107651210,HiC_scaffold_7,LOC107651210,37259229,37267225,-,1,1
LOC103106382,HiC_scaffold_7,LOC103106382,37265426,37267225,-,1,1
LOC103096878,HiC_scaffold_7,LOC103096878,37277106,37278533,-,1,1
LOC107651024,HiC_scaffold_7,LOC107651024,37288923,37290344,-,1,1
LOC103096160,HiC_scaffold_7,LOC103096160,37422049,37422444,+,1,1
LOC130457528,HiC_scaffold_7,LOC130457528,37431445,37442327,-,2,1
CRNN,HiC_scaffold_7,CRNN,37620587,37627932,+,1,1
LOC103106047,HiC_scaffold_7,LOC103106047,37670471,37683528,+,1,1
LOC103105843,HiC_scaffold_7,LOC103105843,37731157,37733424,+,1,1
LOC100019988,HiC_scaffold_7,LOC100019988,37769034,37771707,+,1,1
LOC103105680,HiC_scaffold_7,LOC103105680,37854736,37858902,+,1,1
LOC130456967,HiC_scaffold_7,LOC130456967,37858682,37861955,+,1,1
LOC130456965,HiC_scaffold_7,LOC130456965,37871460,37875788,+,1,1
LOC103093297,HiC_scaffold_7,LOC103093297,37884500,37890543,+,1,1
RPTN,HiC_scaffold_7,RPTN,37987731,37991938,+,1,1
LOC100019329,HiC_scaffold_7,LOC100019329,38021037,38031204,+,1,1
TCHHL1,HiC_scaffold_7,TCHHL1,38062345,38070198,+,1,1
LOC130456963,HiC_scaffold_7,LOC130456963,38100575,38103810,+,1,1
S100A11,HiC_scaffold_7,S100A11,38122056,38129145,+,1,1
S100A10,HiC_scaffold_7,S100A10,38211003,38228838,-,1,1
THEM5,HiC_scaffold_7,THEM5,38246887,38264540,+,1,1
C2CD4D,HiC_scaffold_7,C2CD4D,38264673,38272165,+,3,1
RORC,HiC_scaffold_7,RORC,38288984,38324955,+,9,1
LINGO4,HiC_scaffold_7,LINGO4,38325101,38336259,+,1,1
TDRKH,HiC_scaffold_7,TDRKH,38351966,38371327,+,11,1
OAZ3,HiC_scaffold_7,OAZ3,38372560,38375263,-,1,1
MRPL9,HiC_scaffold_7,MRPL9,38384144,38391598,+,1,1
RIIAD1,HiC_scaffold_7,RIIAD1,38388973,38399255,-,3,1
CELF3,HiC_scaffold_7,CELF3,38399158,38427460,+,19,1
SNX27,HiC_scaffold_7,SNX27,38438614,38517871,-,4,1
TUFT1,HiC_scaffold_7,TUFT1,38559034,38603880,-,6,1
CGN,HiC_scaffold_7,CGN,38606960,38629948,-,13,1
POGZ,HiC_scaffold_7,POGZ,38706933,38762684,+,28,1
PSMB4,HiC_scaffold_7,PSMB4,38764131,38768499,-,1,1
LOC103098472,HiC_scaffold_7,LOC103098472,38802810,38837734,-,5,1
SELENBP1,HiC_scaffold_7,SELENBP1,38807337,38815779,+,1,1
RFX5,HiC_scaffold_7,RFX5,38838117,38842669,+,6,1
LOC130457527,HiC_scaffold_7,LOC130457527,38848217,38851987,-,3,1
PI4KB,HiC_scaffold_7,PI4KB,38871297,38898798,+,3,1
ZNF687,HiC_scaffold_7,ZNF687,38898900,38908333,-,7,1
PSMD4,HiC_scaffold_7,PSMD4,38929628,38939120,-,1,1
PIP5K1A,HiC_scaffold_7,PIP5K1A,38947017,38982658,-,1,1
VPS72,HiC_scaffold_7,VPS72,38987068,38995757,+,1,1
TMOD4,HiC_scaffold_7,TMOD4,38996157,39000933,+,1,1
SCNM1,HiC_scaffold_7,SCNM1,39001280,39006306,-,2,1
LYSMD1,HiC_scaffold_7,LYSMD1,39006828,39011404,+,1,1
TNFAIP8L2,HiC_scaffold_7,TNFAIP8L2,39011403,39013574,-,1,1
SEMA6C,HiC_scaffold_7,SEMA6C,39018255,39034824,+,12,1
